,gid,aid,fen,move,annotation
2705,144,4,N1b2rk1/pp5p/4p1p1/8/2n5/7P/PPP1PPP1/4KB1R w K -,f7e6,"...ik sta nu materieel achter, maar positioneel beter, dacht ik."
2706,144,5,N1b2rk1/pp5p/4p1p1/8/1Pn5/2P4P/P3PPP1/4KB1R b K -,c2c3,...c3?
2707,144,6,5rk1/ppNb3p/4p1p1/8/1P6/n1P4P/P3PPP1/4KB1R w K -,c8d7,...ik had gegokt dat ik het paard zo kon veroveren.
2708,144,7,6k1/pprb3p/4p1p1/8/1P6/n1PBP2P/P4PP1/4K2R w K -,c8c7,...waarom geen Pa6?
2709,144,8,6k1/ppr4p/2n3p1/3bp3/1P3P2/2PBP2P/PK5R/8 w - -,e6e5,...e5?
2710,144,9,6k1/ppr4p/2n3p1/3bp3/1P2PP2/2PB3P/PK5R/8 b - -,e3e4,...e4!
2711,144,10,6k1/pp3r1p/6p1/8/1P2PR2/2P4P/bK6/8 w - -,c7f7,...verdediging en aanval tegelijk.
2712,144,11,6k1/pp5p/6p1/4P3/1Pb1r3/2P4P/1K4R1/8 w - -,f4e4,"...wit geeft op.
commentaar H.B."
2713,145,0,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,b8c6,"?
Not sure of this move?"
2714,145,1,r3nrk1/pp2q1pp/3pp3/4P3/3Q1P2/2N5/PPP3PP/2KR3R b - f3,f2f4,"So White begins the King side attack with Pawn-f4.
This pawn will be marching up the file!"
2715,145,2,r3nrk1/pp2q1pp/4p3/3pP3/3Q1P2/2NR4/PPP3PP/2K4R b - -,d1d3,Rook lift
2716,145,3,r3nrk1/p3q1pp/1p2p3/3pP3/3Q1P2/2N4R/PPP3PP/2K4R b - -,d3h3,"attacking down the H-file
My thought processing believed this far better the trying to play Pawn h4, h5, h6...."
2717,145,4,r3nrk1/p3q2p/1p2p1p1/3pP3/3Q1P2/2N4R/PPP3PP/2K4R w - -,g7g6,"?!
Not a bad move but this cost a tempo for Black and what the purpose of this move?
g6 starts to cause luft in Black's kingside.
"
2718,145,5,r3nrk1/p3q2p/1p2p1p1/3pP3/3Q1P2/2N4R/PPP3PP/2KR4 b - -,h1d1,"Before starting the attack prematurely, I have to defend the half-open file"
2719,145,6,2r2rk1/p3q1np/1p2p1p1/3pP3/3Q1PP1/1PN4R/P1P4P/2KR4 b - -,b2b3,"!!
prophylaxis? "
2720,145,7,2rr2k1/p5np/1p2p1p1/2qpPP2/6P1/1PN4R/P1PQ3P/2KR4 b - -,f4f5,And the attack commences 
2721,145,8,2rr1k2/p5n1/1p2p1Q1/4qP2/3p2P1/1PN4R/P1P4P/2KR4 b - -,h7g6,Clearing the file to play Rook h8+
2722,145,9,2rr4/p3k1nR/1p2p1Q1/4qP2/3p2P1/1PN5/P1P4P/2KR4 b - -,h3h7,Pinning the Knight
2723,145,10,2r3r1/p3k1nR/1p2p1Q1/4qP2/3p2P1/1PN5/P1P4P/2KR4 w - -,d8g8,??
2724,145,11,2r3r1/p3k1nR/1p2pPQ1/4q3/3p2P1/1PN5/P1P4P/2KR4 b - -,f5f6,"What is this tactic called?

If Black plays Qxf6; Nd5+!!...exd5; Re1+!!!
"
2725,145,12,2rk2r1/p4QnR/1p2pP2/8/3p1qP1/1PN5/P1P4P/2KR4 w - -,e5f4,"?!
I believe black is losing but he had better replies"
2726,145,13,3kn1Q1/p4P1R/1p2p3/8/3p1qP1/1Pr5/P1P4P/1K1R4 b - -,f6f7,And the pawn march continues!!!
2727,145,14,4QB2/p1k4R/1p2p3/8/3p2P1/1Pr5/P1P2q1P/1K1R4 b - -,f7f8,Discovered check!
2728,146,0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3,d2d4,"In this game, early on I sacrifice bishop for pawn. He declines leaving me a clear pawn up. He complicates by sacrificing bishop for three pawns, but as he is a pawn down anyway, that mean just 2 pawns for the minor piece. He play the freeing move e6-e5 too early and is blown away in just 26 moves."
2729,146,1,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,g8f6,"Apologies for this act of self-indulgence. I have many games I could have annotated, wins, draws and loses, but many have been long games recently."
2730,146,2,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3,c2c4,"A note about the time control - it should have been 85 minutes each plus an incremental, but at least one of the clocks was set wrong, without the incremental. As a result our board 3 lost in a winning position, and we lost the match 3-2."
2731,146,3,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -,e7e6,"A note about my opponent. I asked him if he was related to Richard Eales. He said something like ""yes how do you know my brother?"" I replied, I meant the chess player Richard Eales, author of a book on the Alexhine Defence. http://www.chessgames.com/player/richard_g_eales.html and https://www.abebooks.co.uk/9780713403664/Alekhines-Defence-Contemporary-Chess-Openings-0713403667/plp"
2732,146,4,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,b1c3,So back to the game. At this point I was rather expecting 3...Bb4 and a Nimzo-Indian Defence.
2733,146,5,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq d6,d7d5,But he reverts to a Queens Gambit Declined.
2734,146,6,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -,c1g5,"I usually play this, although Nf3 and e3 are also popular."
2735,146,7,r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -,b8d7,"Common, although also Be7"
2736,146,8,r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR b KQkq -,e2e3,So if he takes on c4 I can take back immediately with the Bishop on f1.
2737,146,9,r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1P3/PP3PPP/R2QKBNR w KQkq -,c7c6,Into a Slav pawn structure.
2738,146,10,r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,g1f3,Usual development.
2739,146,11,r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,d8a5,"And he opts for the Cambridge Springs Variation. The first recorded use of the Cambridge Springs was by Emanuel Lasker in 1892. The name derives from a 1904 tournament in Cambridge Springs, Pennsylvania in which the defense was used several times. Practitioners of the opening have included Efim Bogoljubov, Vasily Smyslov, Garry Kasparov, and Magnus Carlsen.

The line remains popular among amateurs because there are several traps White must avoid. For example, 7.Nd2 Bb4 8.Qc2 0-0 9.Bd3?? dxc4! (threatening ...Qxg5) 10.Bxf6 cxd3! (a zwischenzug) 11.Qxd3 Nxf6 and Black has won a piece. https://en.wikipedia.org/wiki/Queen%27s_Gambit_Declined,_Cambridge_Springs_Defense"
2740,146,12,r1b1kb1r/pp1n1ppp/2p1pB2/q2p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,g5f6,So I avoid all traps.
2741,146,13,r1b1kb1r/pp3ppp/2p1pn2/q2p4/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,d7f6,He takes back.
2742,146,14,r1b1kb1r/pp3ppp/2p1pn2/q2p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R b KQkq -,a2a3,I avoid him pinning my Nc3.
2743,146,15,r1b1k2r/pp2bppp/2p1pn2/q2p4/2PP4/P1N1PN2/1P3PPP/R2QKB1R w KQkq -,f8e7,"Reasonable development, and played successfully in this position before, although I personally like Bd6 so if the bishop is hit by c4-c5 it can drop back to c7 or b8 to support e6-e5."
2744,146,16,r1b1k2r/pp2bppp/2p1pn2/q2p4/1PPP4/P1N1PN2/5PPP/R2QKB1R b KQkq b3,b2b4,Attacking the queen. All this has been seen before.
2745,146,17,r1bqk2r/pp2bppp/2p1pn2/3p4/1PPP4/P1N1PN2/5PPP/R2QKB1R w KQkq -,a5d8,"But in the games on my opening databases with this line black has played Qc7, and Qc7 seems a better move to me, as in due course the Qc7 will support e6-e5."
2746,146,18,r1bqk2r/pp2bppp/2p1pn2/2Pp4/1P1P4/P1N1PN2/5PPP/R2QKB1R b KQkq -,c4c5,Clamping down on the queen side.
2747,146,19,r1bq1rk1/pp2bppp/2p1pn2/2Pp4/1P1P4/P1N1PN2/5PPP/R2QKB1R w KQ -,e8g8,Sensible development.
2748,147,0,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq e6,e7e5,We once again have the English!
2749,147,1,r1bqr1k1/ppp2ppp/2n5/2bnp3/8/2NP1NP1/PP2PPBP/R1BQ1RK1 w - -,f8e8,So far following Game 4 of the match
2750,147,2,r1bqr1k1/ppp2ppp/2n5/2bnp1B1/8/2NP1NP1/PP2PPBP/R2Q1RK1 b - -,c1g5,the first change from Game 4 where Carlsen played 9. Bd2. This is already practically new territory (except for one game by some lower rated players according to my database) 9... Nxc3 10. bxc3 f6 11. Bc1.
2751,147,3,r2qr1k1/ppp3pp/2n1bp2/2b1p3/8/2PP1NP1/P3PPBP/R1BQ1RK1 w - -,c8e6,"Nothing seems to surprise Caruana so far as he is moving at lightning speed. ⚡️ This has a strong psychological impact on his opponent as he is saying: ""Is this all you got? You can't surprise me!"" 😂♟️"
2752,147,4,r2qr1k1/ppp3pp/2n1bp2/2b1p3/8/2PP1NP1/PB2PPBP/R2Q1RK1 b - -,c1b2,Interesting retreat with the Bishop. There are 2 reasons for this: keep the d2 square open for a potential Knight-maneuver with Nf3-d2-c4 and try to employ the Bishop via a3 after advancing the pawn to a4. It also gives support to the d4 square eventually.
2753,147,5,r2qr1k1/ppp3pp/1bn1bp2/4p3/3P4/2P2NP1/PB2PPBP/R2Q1RK1 b - -,d3d4,"So far this home prep by Carlsen has a better psychological impact than on the actual board. He has not much in the game but this keeps away from Caruana's home prep. So a moral victory of sort. Objectively speaking, Carlsen has nothing. But Caruana is out of home prep and he is thinking for the first time so far in this game. That is what Carlsen is banking on. He believes he is better than Caruana in the middlegame.
As for the Women's World Championship, it looks like Lagno is on her way to be the next Women's World Champion! She held a very difficult position today. All she needs is a draw tomorrow with white to win the match!
​After 13. d4 Caruana thought for a long time before finally playing "
2754,147,6,r2qr1k1/ppp3pp/1bn2p2/3bp3/3P4/2P2NP1/PB2PPBP/R2Q1RK1 w - -,e6d5,"long enough for the British to have afternoon tea.
Surprisingly, Carlsen immediately responded with"
2755,147,7,r2qr1k1/ppp3pp/1bn2p2/3bp3/3P4/2P2NP1/PBQ1PPBP/R4RK1 b - -,d1c2,"Now Caruana is thinking again.
At high level chess, nerves, self confidence & mental toughness play major roles. This is why sometimes you see players in the 2600's losing to players in the 2800's in ""objectively drawn"" positions, ones where they can draw weaker/same strength players with their eyes closed."
2756,147,8,r2qr1k1/ppp3pp/1bn2p2/3b4/3P4/5NP1/PB2PPBP/R2Q1RK1 b - -,b3d1,This is an equal but unbalanced position. So let's see what Carlsen can do. I do not expect much though.
2757,147,9,r2qr1k1/ppp3pp/1bn2p2/8/3P4/5bP1/PB2PPBP/R2Q1RK1 w - -,d5f3,"? What is this about? I do not get it? Is this a real move or broadcast error? This move does not smell good.
Carlsen now has 2 good replies: 18. Qb3+ and 18. Bxf3 Both moves will potentially lead to an edge in opposite color Bishop endgame. 17...Bxf3? does not cause an immediate loss. However, it makes his equal position more complicated for no reason. This is kind of inexplicable for me. 🤔"
2758,147,10,r3r2k/ppp3pp/1b3p2/8/3q4/1Q2PBP1/P4P1P/R4RK1 b - -,e2e3,Equal materials and Bishop opposite colors. But the a and c pawns are isolated. White is slightly better and can play on forever without risks. Black believes that he can hold.
2759,147,11,3rr2k/pBp3pp/1b3p2/4q3/8/1Q2P1P1/P4P1P/R4RK1 w - -,a8d8,"What Carlsen will play for is the lack of mobility of the b6 Bishop and c7 pawn. But it is a long long way from ""winning"". White can only continue to grind hoping for more inaccuracies."
2760,147,12,3rr2k/pBp3pp/1b3p2/4q3/8/1Q2P1P1/P4P1P/3R1RK1 b - -,a1d1,"I am curious to know what Caruana was thinking taking on f3. Why? While he can probably hold, why complicate things and give Carlsen any confident for the final 4 games? Carlsen has the draw odd with the fast time control playoff. Why give him a mental boost?"
2761,147,13,3rr2k/pBp1q1pp/1b3p2/8/8/1Q2P1P1/P4P1P/3R1RK1 w - -,e5e7,"Now that Black Bishop is stuck on b6, white can try to weaken the Kingside with h4-h5-h6"
2762,147,14,3rr2k/pBp1q2p/1b3pp1/8/7P/1Q2P1P1/P4P2/3R1RK1 w - -,g7g6,"Stopping h5. It is not a straight forward position. But Carlsen can basically do whatever he wants while Caruana has to sit back and hold. Much more comfortable to play white, and easier on the clock as well."
2763,147,15,3rr2k/pBp1q2p/1b3pp1/7P/8/1Q2P1P1/P4P2/3R1RK1 b - -,h4h5,"Carlsen keeps on moving forward. This is vintage Carlsen. While it may not give a ""win"", he keeps on compounding pressure on his opponent hoping that eventually someone will ""crack"" under pressure! Their styles are so different."
2764,147,16,3rr2k/pBp1q2p/1b3p2/7p/2Q5/4P1P1/P4P2/3R1RK1 b - -,b3c4,"There is no really ""concrete"" way for Carlsen to win. All he is trying to do is create more ""weaknesses"" to make it difficult for Caruana to defend everything. It is like how to defend the entire Great Wall of China? Which part? Where?"
2765,147,17,3rr2k/p1p1q2p/1b6/5p1p/2Q5/4PBP1/P4P2/3R1RK1 b - -,b7f3,"All of Caruana's pawns are isolated pawns. So in spite of Black being a pawn up, it is White who is trying to win by trying to exploit the weaknesses. Carlsen may not succeed but his ideas are quite clear and easy to understand. 😂 Now for Caruana, he has to play aggressively and fight back. He cannot just sit back and defend. If all pieces are off the board except for the Bishops and pawns, it is 100% draw. So he can trade Rooks or give back the pawn with h4 but open up the g file."
2766,147,18,3rr2k/p1p1q2p/1b6/5p2/2Q4p/4PBP1/P4P2/3R1RK1 w - -,h5h4,This is the correct plan. He has to punch back and not allow himself to become a piñata. I think Carlsen's h5 was a bit too premature. He could have improved his position and not much Caruana could do to really improve his position. So no need to rush h5 by allowing black to play gxh5 then h4. Just my opinion. He could have been a bit more patient.
2767,147,19,3r3k/p1p1q2p/1b6/5p2/2Q4p/4PBP1/P4P2/5RK1 w - -,e8d8,"And now Carlsen must take the h pawn with gxh4. Otherwise, he will be worse."
2768,148,0,rnbqkb1r/pp1p1ppp/4pn2/2pP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq -,e7e6,"3. ... b5 is the main response, known as Pseudo-Benko. 4. Bg5 Qb6 5. Bxf6 Qxf6 6. c3 d6 7. e4 a6 with unbalanced, but playable position. I played differently, as I was usually play Benoni. On the other hand, I was not aware of pseudo-Benko lines, and did not even consider 3. ... b5.  "
2769,148,1,rnbqkb1r/pp1p1ppp/4pn2/2pP4/8/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -,b1c3,Converting to a Schmid Benoni.
2770,148,2,rnbqkb1r/pp1p1ppp/5n2/2pp4/8/2N2N2/PPP1PPPP/R1BQKB1R w KQkq -,e6d5,"Again, 4. ... b5 is possible, but now not as favourable for Black. 4. ... exd5 is the main line."
2771,148,3,r1bqkb1r/pp1p1ppp/2n5/2pQ2B1/8/5N2/PPP1PPPP/R3KB1R b KQkq -,c1g5,"[111 min left] The position seems to require 7. e4 (main response), which blocks d pawn from getting to d5, as well as allows White to develop. Bc4 would come with a tempo (in view of Qxf7 threat). This was the move I expected, to which I would simply continue developing. 7. e4 Be7 8. Bc4 O-O 9. O-O d6, and White faces no problems. Foregoing the strong 7. e4 move looks to be a mistake."
2772,148,4,r1bqk2r/pp1pbppp/2n5/2pQ2B1/8/5N2/PPP1PPPP/R3KB1R w KQkq -,f8e7,[106 min left]
2773,148,5,r1bqk2r/pp1pbppp/2n5/2pQ2B1/8/2P2N2/PP2PPPP/R3KB1R b KQkq -,c2c3,"[111 min left] Odd choice, as c3 does not achieve anything, while it weakens the queenside (in case white wants to castle queenside). 8. Bxe7 Qxe7 9. a3 b6  10. e3 Bb7 11. 0-0-0 0-0-0 (Kalinin (2366) vs. Brzeski (2315)) or 8. a3 0-0 9. e3 d6 10. 0-0-0 seem to be good for white. The key difference between a3 and c3 will soon be seen (c3 permits Bc8-e6xa2, while a3 does not). With white inclined to castle queenside, c3 seems to be strategic inaccuracy."
2774,148,6,r1bqk2r/pp2bppp/2np4/2pQ2B1/8/2P2N2/PP2PPPP/R3KB1R w KQkq -,d7d6,[104 min left]
2775,148,7,r1b1k2r/pp2qppp/2np4/2pQ4/8/2P2N2/PP2PPPP/R3KB1R w KQkq -,d8e7,"[55 min left] Computer seems to prefer 9. ... Nxe7 10. Qd3 d6, the point being that 11. e4 now suffers after 11. ... Re8, and if a) 12. 0-0-0, then Be6 13. Kb1 Qa5 14. c4 Rad8 with good play for Black b) 12. Be2 or 12. Rd1 (unpinning the pawn) Ng6! (threatening Nf4), claiming advantage for Black in both lines. I considered both Nxe7 and Qxe7, and settled on Qxe7 with the idea of d6, Be6, and Bxa2 (if Qxd6). I did not consider moving knight to g6 following Nxe7, which I should have."
2776,148,8,r1b1k2r/pp2qppp/2np4/2pQ4/8/2P2N2/PP2PPPP/2KR1B1R b kq -,e1c1,"[56 min left] This move is off the book according to 365chess.com (10. g3 and 10. e3 have been tried), and is not engines top choice (engine opts for 10. e3 and 10. Rd1). The problem with it is that it almost forces black to play Be6 and Bxa2, as d6 is not defendable. Based on the outcome of this forced line, it seems to be a second mistake (after not playing e4 immediately). From this point on black has small but stable advantage."
2777,148,9,r3k2r/pp2qppp/2npb3/2pQ4/8/2P2N2/PP2PPPP/2KR1B1R w kq -,c8e6,[53 min left]
2778,148,10,r3k2r/pp2qppp/2nQb3/2p5/8/2P2N2/PP2PPPP/2KR1B1R b kq -,d5d6,[56 min left]
2779,148,11,r3k2r/pp2qppp/2nQ4/2p5/8/2P2N2/bP2PPPP/2KR1B1R w kq -,e6a2,[51 min left] There is no reason for black to invite white rook to d6 by playing Qxd6.
2780,148,12,r3k2r/pp2Qppp/2n5/2p5/8/2P2N2/bP2PPPP/2KR1B1R b kq -,d6e7,[54 min left] 12. e4 Qxd6 13. Rxd6 Ke7 14. Rd3 (d2 or d1) is also OK for Black.
2781,148,13,r6r/pp2kppp/2n5/2p5/8/2P2N2/bP2PPPP/2KR1B1R w - -,e8e7,[51 min left]
2782,148,14,r6r/pp2kppp/2n5/2p5/8/2P1PN2/bP3PPP/2KR1B1R b - -,e2e3,"[51 min left] Engine thinks Black has a small edge regardless of white's move in this position. This seems understandable - black is better developed, and white has some weaknesses on white squares, especially b3. If 13. Nd2 (defending b3), then the rook on d1 becomes inactive. Also, white lacks any attacking ideas, as black seems to have no weaknesses of its own."
2783,148,15,r6r/pp2kppp/2n5/2p5/8/1bP1PN2/1P3PPP/2KR1B1R w - -,a2b3,[50 min left] asking the rook to declare the intentions.
2784,148,16,r6r/pp2kppp/2n5/2p5/8/1bP1PN2/1P1R1PPP/2K2B1R b - -,d1d2,[50 min left]
2785,148,17,r6r/1p2kppp/2n5/p1p5/8/1bP1PN2/1P1R1PPP/2K2B1R w - a6,a7a5,"[39 min left] Strong move with a plan! I considered Na5 too, but was afraid that the queenside play of light pieces can be stopped, and then the fight for the d file might lead to the exchange of rooks (not good for the side playing for a win). a5 allows to hope for the opening of ""a"" file, while Na5 does not. -0.5 according to engine after this move - slight advantage for black."
2786,148,18,r6r/1p2kppp/2n5/2p5/p7/1bPBPN2/1P1R1PPP/2K4R w - -,a5a4,[36 min left] 
2787,148,19,r6r/1p2kppp/2n5/2p5/p7/1bP1PN2/1PBR1PPP/2K4R b - -,d3c2,"[41 min left] Too passive. More active is 16. Bf5! Rhd8 17. Bc2, allowing to exchange a pair of rooks (if needed). "
2788,149,0,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3,c2c4,Queens gambit
2789,149,1,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -,e7e6,Declined 
2790,149,2,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,b1c3,Yayay
2791,149,3,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -,c1g5,Pin
2792,149,4,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -,f8e7,Unpin
2793,149,5,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -,g1f3,Development 
2794,149,6,r1bqk2r/pppnbppp/4pn2/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -,b8d7,Same
2795,149,7,r1bqk2r/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,e2e3,Development 
2796,149,8,r1bqk2r/p1pnbppp/1p2pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,b7b6,Fancietto 
2797,149,9,r1bqk2r/p1pnbppp/1p2pn2/3p2B1/2PP4/1PN1PN2/P4PPP/R2QKB1R b KQkq -,b2b3,Pawn chain
2798,149,10,r2qk2r/pbpnbppp/1p2pn2/3p2B1/2PP4/1PN1PN2/P4PPP/R2QKB1R w KQkq -,c8b7,Bishop
2799,149,11,r2qk2r/pbpnbppp/1p2pn2/3p2B1/2PP4/1PNBPN2/P4PPP/R2QK2R b KQkq -,f1d3,Center control
2800,149,12,r2q1rk1/pbpnbpp1/1p2pn1p/3p2B1/2PP4/1PNBPN2/P4PPP/R2Q1RK1 w - -,h7h6,Ooh
2801,149,13,r2q1rk1/pbpnbpp1/1p2pB1p/3p4/2PP4/1PNBPN2/P4PPP/R2Q1RK1 b - -,g5f6,Heheh
2802,149,14,r2q1rk1/pbp1bpp1/1p2pn1p/3p4/2PP4/1PNBPN2/P4PPP/R2Q1RK1 w - -,d7f6,Aw snap
2803,149,15,r2q1rk1/pbp1bpp1/1p2pn1p/3P4/3P4/1PNBPN2/P4PPP/R2Q1RK1 b - -,c4d5,Exchange 
2804,149,16,r2q1rk1/pbp1bpp1/1p3n1p/3p4/3P4/1PNBPN2/P4PPP/R2Q1RK1 w - -,e6d5,Pawn
2805,149,17,r2q1rk1/pbp1bpp1/1p3n1p/3p4/3P4/1PNBPN2/P3QPPP/R4RK1 b - -,d1e2,Queenie
2806,149,18,r4rk1/pbpqbpp1/1p3n1p/3p4/3P4/1PNBPN2/P3QPPP/R4RK1 w - -,d8d7,Queen 
2807,149,19,r4rk1/pbpqbpp1/1p3n1p/1B1p4/3P4/1PN1PN2/P3QPPP/R4RK1 b - -,d3b5,Gain tempo
2808,150,0,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,g8f6,"Yes! It will be a battle today, hopefully! "
2809,150,1,rnbqkb1r/ppp2ppp/3p4/8/4n3/3N4/PPPP1PPP/RNBQKB1R w KQkq -,f6e4,"this is rare move and a new fashion in search for something different against the super solid Petrov.  Just a couple month ago Caruana faced it against So:
[Event ""6th Sinquefield Cup 2018""]
[Site ""Saint Louis USA""]
[Date ""2018.08.27""]
[Round ""9.1""]
[White ""So, W.""]
[Black ""Caruana, F.""]
1 e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nd3 Nxe4 5. Qe2 Qe7 6. Nc3 Nf6 7. b3 Nc6 8. Bb2 Bf5 9. Nf4 O-O-O 10. Qxe7 Nxe7 11. O-O-O Ng6 12. Bd3 Bd7 13. Nxg6 hxg6 14. Ne4 Nxe4 15. Bxe4 g5 16. h3 c6 17. c4 Be6 18. Bf3 d5 19. d3 f6 20. Rhe1 Bf7 21. cxd5 Bxd5 22. Bxd5 Rxd5 23. Re8+ Rd8 24. Rxd8+ Kxd8 25. Re1 Bc5 26. f3 Re8 27. Re4 Kd7 28. Kc2 Bd6 29. a4 a6 30. Bc3 b5 31. Bb2 Re6 32. Bc3 Re8 33. Bb2 Re6 34. Bc3 Re8 35. Bb2 Re6 1/2-1/2
The players are cranking out these early moves! Both are well prepared! Let's see if Carlsen and his team have a novelty somewhere for Caruana!"
2810,150,2,r1b1kb1r/ppp1qppp/2np4/8/4nN2/8/PPPPQPPP/RNB1KB1R w KQkq -,b8c6,"this seems to be a novelty.
In the only other GM game in my database that reached the position after 6.Nf4, Black went for the endgame with 6...Nf6
[Event ""71st ch-RUS HL 2018""]
[Site ""Yaroslavl RUS""]
[Date ""2018.07.04""]
[Round ""8.5""]
[White ""Motylev, A.""]
[Black ""Rakhmanov, Ale""] 1 e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nd3 Nxe4 5. Qe2 Qe7 6. Nf4 Nf6 7. d4 Qxe2+ 8. Bxe2 Nc6 9. c3 g6 10. f3 Bg7 11. h4 h5 12. Na3 Ne7 13. Nb5 Kd8 14. Kf2 a6 15. Na3 b6 16. Bc4 Rf8 17. Nc2 Bb7 18. Ne3 Kd7 19. a4 Bc6 20. Rd1 Bh6 21. Nd3 Bxe3+ 22. Bxe3 Bd5 23. b3 Bxc4 24. bxc4 Nf5 25. Bf4 Ng8 26. c5 Nxh4 27. cxd6 cxd6 28. c4 Nf5 29. c5 h4 30. cxb6 Nge7 31. Rab1 Nd5 32. Bd2 Rab8 33. b7 Nfe7 34. Rdc1 Nc6 35. Nf4 Nce7 36. Rh1 Nxf4 37. Bxf4 Nd5 38. Rxh4 Kc6 39. Rc1+ Kd7 40. Rb1 Kc6 41. Bg3 Rfe8 42. Rhh1 f5 43. Rbc1+ 1/2-1/2"
2811,150,3,r1b1kb1r/ppp2ppp/3p4/3N4/3nn3/N7/PPPP1PPP/R1B1KB1R b KQkq -,b1a3,Magnus is playing it super safe. Clearly still in his preparation.
2812,150,4,r1b1kb1r/ppp2ppp/3pn3/3N4/4n3/N7/PPPP1PPP/R1B1KB1R w KQkq -,d4e6,"Caruana is a well known expert in the Petroff. No one seems to be able to crack it so far. So unless Carlsen has something well prepared, it will be very hard to beat Caruana with his pet opening. Caruana is making the Petroff fashionable like Kramnik did it with the Berlin!"
2813,150,5,r1b1kb1r/ppp2ppp/3pn3/2nN4/3P4/N4P2/PPP3PP/R1B1KB1R b KQkq d3,d2d4,It looks like Carlsen will attempt to squeeze water from stone again. Black has no opening issues here. Rock solid!
2814,150,6,r1b1kb1r/pp1n1ppp/2ppn3/8/3P1N2/N1P2P2/PP4PP/R1B1KB1R b KQkq -,d5f4,I am not sure what Carlsen and his team have prepared for the match. I have not seen formidable novelties or anything which can cause Caruana to break a sweat. It seems that he once again relies on his superior middlegame and endgame play. But that is not enough so far.
2815,150,7,r1b1kb1r/pp3ppp/1nppn3/8/3P1N2/N1P2P2/PP4PP/R1B1KB1R w KQkq -,d7b6,Black can just develop his Bishop e7 then 0-0 and he has no problem whatsoever with this game.
2816,150,8,r3k2r/pp3ppp/1npbb3/3p4/3P4/2PB1P2/PPN3PP/R1B1K2R w KQkq -,c8e6,and still NOTHING! Caruana's position is like rock solid wall. 
2817,150,9,r3k2r/pp3pp1/1npbb3/3p3p/3P4/2PB1P2/PPN2KPP/R1B4R w kq h6,h7h5,"The fans need to remember that Carlsen is in no pressure to win this match in 12 games. If the score is tied 6-6 (maybe 12 draws), then the players will have a playoff with rapid, blitz, etc. This will heavily favor Carlsen. So basically he has a big draw odd. So the pressure is on Caruana to win in regulation!
It is clear that Carlsen cannot allow Black to play h4. That can be uncomfortable for White has he cannot move his h1 Rook. And if h3 then the g3 square becomes problematic. "
